InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536621,84406B,CREAM CUPID HEARTS COAT HANGER,18,08/26/2011 15:00,2.75,ES6000,Spain
536621,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,08/26/2011 15:00,4.25,ES6000,Spain
536622,84029E,RED WOOLLY HOTTIE WHITE HEART,33,10-01-2011 18:00,3.39,ES6000,Spain
536622,21730,GLASS STAR FROSTED T-LIGHT HOLDER,26,10-01-2011 18:00,4.25,ES6000,Spain
536622,71053,WHITE METAL LANTERN,12,10-01-2011 18:00,3.39,ES6000,Spain
536622,84879,ASSORTED COLOUR BIRD ORNAMENT,10,10-01-2011 18:00,1.69,ES6000,Spain
536623,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,08-08-2011 16:00,2.55,ES6003,Spain
536624,22752,SET 7 BABUSHKA NESTING BOXES,15,09-11-2011 14:00,7.65,ES6003,Spain
536624,21754,HOME BUILDING BLOCK WORD,13,09-11-2011 14:00,5.95,ES6003,Spain
536624,22633,HAND WARMER UNION JACK,2,09-11-2011 14:00,1.85,ES6003,Spain
536624,20725,LUNCH BAG RED RETROSPOT,4,09-11-2011 14:00,1.65,ES6003,Spain
536624,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,09-11-2011 14:00,4.25,ES6003,Spain
536625,22633,HAND WARMER UNION JACK,34,04/16/2011 08:00,1.85,ES6002,Spain
536625,22752,SET 7 BABUSHKA NESTING BOXES,35,04/16/2011 08:00,7.65,ES6002,Spain
536625,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,04/16/2011 08:00,4.25,ES6002,Spain
536625,47566,PARTY BUNTING,1,04/16/2011 08:00,4.95,ES6002,Spain
536626,84406B,CREAM CUPID HEARTS COAT HANGER,1,05-04-2011 10:00,2.75,ES6004,Spain
536626,20725,LUNCH BAG RED RETROSPOT,3,05-04-2011 10:00,1.65,ES6004,Spain
536626,84879,ASSORTED COLOUR BIRD ORNAMENT,10,05-04-2011 10:00,1.69,ES6004,Spain
536626,22633,HAND WARMER UNION JACK,20,05-04-2011 10:00,1.85,ES6004,Spain
536626,22632,HAND WARMER RED POLKA DOT,35,05-04-2011 10:00,1.85,ES6004,Spain
536627,22423,REGENCY CAKESTAND 3 TIER,36,06-12-2011 09:00,12.75,ES6003,Spain
536628,21754,HOME BUILDING BLOCK WORD,40,07/13/2011 15:00,5.95,ES6004,Spain
536629,21212,PACK OF 72 RETROSPOT CAKE CASES,13,08-04-2011 12:00,0.55,ES6003,Spain
536629,22632,HAND WARMER RED POLKA DOT,32,08-04-2011 12:00,1.85,ES6003,Spain
536629,71053,WHITE METAL LANTERN,4,08-04-2011 12:00,3.39,ES6003,Spain
536629,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,08-04-2011 12:00,2.55,ES6003,Spain
536629,20725,LUNCH BAG RED RETROSPOT,24,08-04-2011 12:00,1.65,ES6003,Spain
536630,84406B,CREAM CUPID HEARTS COAT HANGER,9,05/26/2011 09:00,2.75,ES6000,Spain
536630,71053,WHITE METAL LANTERN,29,05/26/2011 09:00,3.39,ES6000,Spain
536630,21754,HOME BUILDING BLOCK WORD,18,05/26/2011 09:00,5.95,ES6000,Spain
536630,21730,GLASS STAR FROSTED T-LIGHT HOLDER,29,05/26/2011 09:00,4.25,ES6000,Spain
536631,84879,ASSORTED COLOUR BIRD ORNAMENT,34,08/27/2011 12:00,1.69,BE7002,Belgium
536631,21212,PACK OF 72 RETROSPOT CAKE CASES,11,08/27/2011 12:00,0.55,BE7002,Belgium
536631,71053,WHITE METAL LANTERN,7,08/27/2011 12:00,3.39,BE7002,Belgium
536631,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,08/27/2011 12:00,2.55,BE7002,Belgium
536632,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,07-08-2011 09:00,4.25,BE7001,Belgium
536632,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,07-08-2011 09:00,3.75,BE7001,Belgium
536632,47566,PARTY BUNTING,29,07-08-2011 09:00,4.95,BE7001,Belgium
536633,22633,HAND WARMER UNION JACK,11,03-01-2011 14:00,1.85,BE7002,Belgium
536633,21212,PACK OF 72 RETROSPOT CAKE CASES,33,03-01-2011 14:00,0.55,BE7002,Belgium
536634,21730,GLASS STAR FROSTED T-LIGHT HOLDER,756,03/24/2011 17:00,4.25,BE7001,Belgium
536635,71053,WHITE METAL LANTERN,19,02/13/2011 12:00,3.39,BE7001,Belgium
536636,84029E,RED WOOLLY HOTTIE WHITE HEART,33,04/27/2011 12:00,3.39,BE7001,Belgium
536636,22632,HAND WARMER RED POLKA DOT,36,04/27/2011 12:00,1.85,BE7001,Belgium
536636,20725,LUNCH BAG RED RETROSPOT,24,04/27/2011 12:00,1.65,BE7001,Belgium
536636,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,04/27/2011 12:00,2.55,BE7001,Belgium
536636,21212,PACK OF 72 RETROSPOT CAKE CASES,39,04/27/2011 12:00,0.55,BE7001,Belgium
536637,22633,HAND WARMER UNION JACK,36,05/27/2011 14:00,1.85,BE7001,Belgium
536638,84029E,RED WOOLLY HOTTIE WHITE HEART,2,01/14/2011 17:00,3.39,BE7000,Belgium
536638,47566,PARTY BUNTING,5,01/14/2011 17:00,4.95,BE7000,Belgium
536638,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,01/14/2011 17:00,4.25,BE7000,Belgium
536639,21212,PACK OF 72 RETROSPOT CAKE CASES,40,08/13/2011 09:00,0.55,BE7002,Belgium
536639,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,08/13/2011 09:00,4.25,BE7002,Belgium
536640,84029E,RED WOOLLY HOTTIE WHITE HEART,30,01/30/2011 15:00,3.39,BE7000,Belgium
536641,21754,HOME BUILDING BLOCK WORD,13,09-03-2011 15:00,5.95,BE7000,Belgium
536641,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,09-03-2011 15:00,4.25,BE7000,Belgium
536641,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,09-03-2011 15:00,2.55,BE7000,Belgium
536641,47566,PARTY BUNTING,19,09-03-2011 15:00,4.95,BE7000,Belgium
536642,22423,REGENCY CAKESTAND 3 TIER,10,09/21/2011 13:00,12.75,BE7001,Belgium
536642,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26,09/21/2011 13:00,3.75,BE7001,Belgium
536642,22752,SET 7 BABUSHKA NESTING BOXES,22,09/21/2011 13:00,7.65,BE7001,Belgium
